grad_termination, overstepping, newton_steps, 0_ts, 0_vals, 1_ts, 1_vals, 2_ts, 2_vals, 3_ts, 3_vals, 4_ts, 4_vals, 5_ts, 5_vals, 6_ts, 6_vals, 7_ts, 7_vals, 8_ts, 8_vals, 9_ts, 9_vals, 10_ts, 10_vals, 11_ts, 11_vals, 12_ts, 12_vals, 13_ts, 13_vals, 14_ts, 14_vals, 15_ts, 15_vals, 16_ts, 16_vals, 17_ts, 17_vals, 18_ts, 18_vals, 19_ts, 19_vals, 20_ts, 20_vals, 21_ts, 21_vals, 22_ts, 22_vals, 23_ts, 23_vals, 24_ts, 24_vals, 25_ts, 25_vals, 26_ts, 26_vals, 27_ts, 27_vals, 28_ts, 28_vals, 29_ts, 29_vals, 30_ts, 30_vals, 31_ts, 31_vals, 32_ts, 32_vals, 33_ts, 33_vals, 34_ts, 34_vals, 35_ts, 35_vals, 36_ts, 36_vals, 37_ts, 37_vals, 38_ts, 38_vals, 39_ts, 39_vals, 40_ts, 40_vals, 41_ts, 41_vals, 42_ts, 42_vals, 43_ts, 43_vals, 44_ts, 44_vals, 45_ts, 45_vals, 46_ts, 46_vals, 47_ts, 47_vals, 48_ts, 48_vals, 49_ts, 49_vals, 50_ts, 50_vals, 51_ts, 51_vals, 52_ts, 52_vals, 53_ts, 53_vals, 54_ts, 54_vals, 55_ts, 55_vals, 56_ts, 56_vals, 57_ts, 57_vals, 58_ts, 58_vals, 59_ts, 59_vals, 60_ts, 60_vals, 61_ts, 61_vals, 62_ts, 62_vals, 63_ts, 63_vals, 64_ts, 64_vals, 65_ts, 65_vals, 66_ts, 66_vals, 67_ts, 67_vals, 68_ts, 68_vals, 69_ts, 69_vals, 70_ts, 70_vals, 71_ts, 71_vals, 72_ts, 72_vals, 73_ts, 73_vals, 74_ts, 74_vals, 75_ts, 75_vals, 76_ts, 76_vals, 77_ts, 77_vals, 78_ts, 78_vals, 79_ts, 79_vals, 80_ts, 80_vals, 81_ts, 81_vals, 82_ts, 82_vals, 83_ts, 83_vals, 84_ts, 84_vals, 85_ts, 85_vals, 86_ts, 86_vals, 87_ts, 87_vals, 88_ts, 88_vals, 89_ts, 89_vals, 90_ts, 90_vals, 91_ts, 91_vals, 92_ts, 92_vals, 93_ts, 93_vals, 94_ts, 94_vals, 95_ts, 95_vals, 96_ts, 96_vals, 97_ts, 97_vals, 98_ts, 98_vals, 99_ts, 99_vals
true, false, true, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297, 0, 6.297,,,0.329602, 6.29483, 0.329602, 6.29448, 0.329602, 6.29412, 0.329602, 6.29377, 0.329602, 6.29343, 0.329602, 6.29312, 0.329602, 6.29282, 0.329602, 6.29256, 0.329602, 6.29233, 0.329602, 6.29214, 0.329602, 6.29607, 0.329602, 6.29573, 0.329602, 6.29539, 0.329602, 6.29505, 0.329602, 6.29471, 0.329602, 6.29438, 0.329602, 6.29407, 0.329602, 6.29379, 0.329602, 6.29353, 0.329602, 6.29331, 0.329602, 6.29736, 0.329602, 6.29705, 0.329602, 6.29672, 0.329602, 6.29639, 0.329602, 6.29605, 0.329602, 6.29572, 0.329602, 6.29539, 0.329602, 6.29509, 0.329602, 6.2948, 0.329602, 6.29454, 0.329602, 6.29868, 0.329602, 6.2984, 0.329602, 6.2981, 0.329602, 6.29778, 0.329602, 6.29745, 0.329602, 6.29711, 0.329602, 6.29677, 0.329602, 6.29644, 0.329602, 6.29613, 0.329602, 6.29584, 0.329602, 6.30002, 0.329602, 6.29977, 0.329602, 6.2995, 0.329602, 6.29919, 0.329602, 6.29887, 0.329602, 6.29852, 0.329602, 6.29818, 0.329602, 6.29783, 0.329602, 6.29749, 0.329602, 6.29716, 0.329602, 6.30135, 0.329602, 6.30113, 0.329602, 6.30088, 0.329602, 6.3006, 0.329602, 6.30028, 0.329602, 6.29994, 0.329602, 6.29958, 0.329602, 6.29922, 0.329602, 6.29885, 0.329602, 6.29849, 0.329602, 6.30264, 0.329602, 6.30246, 0.329602, 6.30224, 0.329602, 6.30197, 0.329602, 6.30167, 0.329602, 6.30133, 0.329602, 6.30097, 0.329602, 6.30058, 0.329602, 6.30019, 0.329602, 6.2998, 0.329602, 6.30387, 0.329602, 6.30372, 0.329602, 6.30353, 0.329602, 6.30328, 0.329602, 6.30299, 0.329602, 6.30266, 0.329602, 6.30229, 0.329602, 6.3019, 0.329602, 6.30149, 0.329602, 6.30107, 0.329602, 6.30503, 0.329602, 6.30491, 0.329602, 6.30474, 0.329602, 6.30451, 0.329602, 6.30424, 0.329602, 6.30391, 0.329602, 6.30354, 0.329602, 6.30314, 0.329602, 6.30272, 0.329602, 6.30228, 0.329602, 6.3061, 0.329602, 6.306, 0.329602, 6.30585, 0.329602, 6.30565, 0.329602, 6.30538, 0.329602, 6.30507, 0.329602, 6.3047, 0.329602, 6.3043, 0.329602, 6.30387, 0.329602, 6.30342
